Date,Open,High,Low,Close,Volume
2026-01-15 00:00:00+01:00,49303.0,49318.0,49259.0,49296.0,433
2026-01-15 00:15:00+01:00,49297.0,49312.0,49253.0,49301.0,314
2026-01-15 00:30:00+01:00,49301.0,49305.0,49272.0,49273.0,610
2026-01-15 00:45:00+01:00,49279.0,49300.0,49277.0,49291.0,167
2026-01-15 01:45:00+01:00,49288.0,49294.0,49278.0,49288.0,130
2026-01-15 02:00:00+01:00,49289.0,49322.0,49287.0,49303.0,285
2026-01-15 02:15:00+01:00,49301.0,49328.0,49299.0,49306.0,430
2026-01-15 02:30:00+01:00,49306.0,49321.0,49271.0,49320.0,388
2026-01-15 02:45:00+01:00,49316.0,49337.0,49315.0,49334.0,227
2026-01-15 04:15:00+01:00,49324.0,49327.0,49303.0,49308.0,413
2026-01-15 04:30:00+01:00,49303.0,49314.0,49293.0,49300.0,153
2026-01-15 04:45:00+01:00,49297.0,49304.0,49292.0,49299.0,74
2026-01-15 06:00:00+01:00,49302.0,49331.0,49302.0,49328.0,159
2026-01-15 06:15:00+01:00,49329.0,49340.0,49329.0,49337.0,92
2026-01-15 06:45:00+01:00,49346.0,49366.0,49330.0,49334.0,408
2026-01-15 07:15:00+01:00,49349.0,49386.0,49345.0,49345.0,588
2026-01-15 07:30:00+01:00,49343.0,49363.0,49332.0,49360.0,199
2026-01-15 08:00:00+01:00,49342.0,49350.0,49320.0,49321.0,343
2026-01-15 08:15:00+01:00,49322.0,49330.0,49310.0,49325.0,249
2026-01-15 08:30:00+01:00,49324.0,49334.0,49318.0,49324.0,156
2026-01-15 08:45:00+01:00,49326.0,49336.0,49312.0,49322.0,211
2026-01-15 09:00:00+01:00,49324.0,49340.0,49302.0,49319.0,362
2026-01-15 09:15:00+01:00,49321.0,49334.0,49315.0,49316.0,173
2026-01-15 09:30:00+01:00,49317.0,49336.0,49314.0,49335.0,148
2026-01-15 09:45:00+01:00,49335.0,49346.0,49322.0,49346.0,143
2026-01-15 10:00:00+01:00,49345.0,49377.0,49332.0,49377.0,340
2026-01-15 10:15:00+01:00,49376.0,49394.0,49371.0,49387.0,438
2026-01-15 10:30:00+01:00,49388.0,49417.0,49388.0,49411.0,543
2026-01-15 10:45:00+01:00,49412.0,49423.0,49395.0,49399.0,261
2026-01-15 11:00:00+01:00,49400.0,49405.0,49381.0,49401.0,258
2026-01-15 11:15:00+01:00,49402.0,49406.0,49391.0,49395.0,270
2026-01-15 11:30:00+01:00,49396.0,49409.0,49394.0,49409.0,151
2026-01-15 11:45:00+01:00,49412.0,49418.0,49407.0,49413.0,173
2026-01-15 12:00:00+01:00,49412.0,49418.0,49401.0,49412.0,184
2026-01-15 12:15:00+01:00,49412.0,49426.0,49409.0,49416.0,315
2026-01-15 12:30:00+01:00,49414.0,49422.0,49392.0,49397.0,234
2026-01-15 12:45:00+01:00,49396.0,49402.0,49380.0,49390.0,270
