preset,entry_time,exit_time,side,size,entry_bar,exit_bar,bars_in_trade,entry_price,exit_price,pnl_real,status,last_leg_status,risk_pts,mfe_r,mae_r,first_fast_cross_bar,first_hw_after_fast_bar,first_contra_flip_bar,bars_fast_to_exit,bars_fast_to_hw,pnl_at_fast_cross,pnl_at_hw_cross,pnl_at_canal_flip,delta_hw_minus_fast,delta_flip_minus_real,canal_green_at_fast,canal_green_at_exit,gave_back_after_mfe,hour_of_entry,hour_of_exit
MNQ_v5,2025-04-09 18:12:00+02:00,2025-04-09 19:50:00+02:00,Long,1.0,13285,13299,14,17467.0,18757.5,2580.26,Canal Exit,Canal Exit,252.5,5.675,-0.247,13297.0,13299.0,,2.0,2.0,2271.02,2579.52,,308.5,,True,True,False,18,19
MNQ_v5,2025-04-10 12:57:00+02:00,2025-04-10 15:31:00+02:00,Short,1.0,13438,13460,22,18913.75,18751.5,323.76,Canal Exit,Canal Exit,92.25,1.959,-0.783,13455.0,13460.0,13459.0,5.0,5.0,154.52,323.02,151.52,168.5,-172.24,False,True,False,12,15
MNQ_v5,2025-04-10 15:52:00+02:00,2025-04-10 16:13:00+02:00,Short,1.0,13463,13466,3,18675.0,18601.5,146.26,Canal Exit,Canal Exit,227.5,0.49,-0.571,13464.0,13466.0,,2.0,2.0,-27.48,145.52,,173.0,,False,False,False,15,16
MNQ_v5,2025-04-11 01:03:00+02:00,2025-04-11 01:38:00+02:00,Short,1.0,13534,13539,5,18513.0,18414.25,196.76,Canal Exit,Canal Exit,85.5,1.541,-0.269,13537.0,13539.0,,2.0,2.0,220.52,196.02,,-24.5,,False,False,False,1,1
MNQ_v5,2025-04-11 09:48:00+02:00,2025-04-11 09:55:00+02:00,Long,1.0,13609,13610,1,18633.75,18554.0,-160.24,Stop Loss,Stop Loss,79.75,0.229,-2.219,,,,,,,,,,,,False,False,9,9
MNQ_v5,2025-04-11 14:56:00+02:00,2025-04-11 15:24:00+02:00,Short,1.0,13653,13657,4,18511.25,18450.75,120.26,Canal Exit,Canal Exit,157.75,0.983,-0.204,13656.0,13657.0,,1.0,1.0,146.02,119.52,,-26.5,,False,False,False,14,15
MNQ_v5,2025-04-11 15:45:00+02:00,2025-04-11 16:20:00+02:00,Long,1.0,13660,13665,5,18545.25,18353.5,-384.24,Stop Loss,Stop Loss,191.75,0.536,-1.398,13665.0,,,0.0,,-431.98,,,,,True,True,True,15,16
MNQ_v5,2025-04-11 21:14:00+02:00,2025-04-11 21:56:00+02:00,Long,1.0,13707,13713,6,18842.75,18808.75,-68.74,Auto-Close (loss),Auto-Close (loss),248.0,0.098,-0.261,,,,,,,,,,,,True,False,21,21
MNQ_v5,2025-04-14 00:56:00+02:00,2025-04-14 01:38:00+02:00,Short,1.0,13731,13737,6,18977.75,18999.0,-43.24,Canal Exit,Canal Exit,275.25,0.163,-0.276,13733.0,13737.0,,4.0,4.0,-130.48,-43.98,,86.5,,False,False,False,0,1
MNQ_v5,2025-04-14 10:37:00+02:00,2025-04-14 11:05:00+02:00,Short,2.0,13814,13818,4,19135.0,19126.25,33.52,Canal Exit,Canal Exit,47.5,0.416,-0.426,13817.0,13818.0,,1.0,1.0,3.04,32.04,,29.0,,False,False,False,10,11
MNQ_v5,2025-04-14 16:27:00+02:00,2025-04-14 17:23:00+02:00,Long,1.0,13864,13872,8,19156.25,18987.0,-339.24,Stop Loss,Stop Loss,169.25,0.217,-1.266,13870.0,,13872.0,2.0,,-220.98,,-420.98,,-81.74,True,False,False,16,17
MNQ_v5,2025-04-14 22:59:00+02:00,2025-04-15 02:41:00+02:00,Long,1.0,13920,13944,24,18903.75,18909.75,11.26,Canal Exit,Canal Exit,113.0,0.17,-0.832,13942.0,13944.0,13929.0,2.0,2.0,18.02,10.52,-151.98,-7.5,-163.24,True,True,False,22,2
MNQ_v5,2025-04-15 05:22:00+02:00,2025-04-15 05:57:00+02:00,Long,3.0,13967,13972,5,18899.5,18914.75,89.28,Canal Exit,Canal Exit,39.0,0.571,-0.237,13972.0,13972.0,,0.0,0.0,87.06,87.06,,0.0,,True,True,False,5,5
MNQ_v5,2025-04-15 06:39:00+02:00,2025-04-15 07:14:00+02:00,Short,5.0,13978,13983,5,18912.5,18914.75,-26.2,Canal Exit,Canal Exit,20.25,1.025,-0.407,13983.0,13983.0,,0.0,0.0,-29.9,-29.9,,0.0,,False,False,True,6,7
MNQ_v5,2025-04-15 18:05:00+02:00,2025-04-15 18:33:00+02:00,Long,1.0,14076,14080,4,19057.25,19038.5,-38.24,Canal Exit,Canal Exit,87.25,0.384,-0.241,14080.0,14080.0,,0.0,0.0,-38.98,-38.98,,0.0,,True,True,False,18,18
MNQ_v5,2025-04-15 21:42:00+02:00,2025-04-15 21:56:00+02:00,Short,1.0,14107,14109,2,18930.75,18959.75,-58.74,Auto-Close (loss),Auto-Close (loss),70.25,0.117,-0.833,,,,,,,,,,,,False,False,21,21
MNQ_v5,2025-04-16 00:56:00+02:00,2025-04-16 01:10:00+02:00,Long,3.0,14127,14129,2,18757.75,18719.25,-233.22,Stop Loss,Stop Loss,38.5,0.097,-1.104,,,,,,,,,,,,True,False,0,1
MNQ_v5,2025-04-16 02:34:00+02:00,2025-04-16 07:42:00+02:00,Short,1.0,14141,14185,44,18666.5,18526.0,280.26,Canal Exit,Canal Exit,69.5,2.331,-0.928,14184.0,14185.0,14146.0,1.0,1.0,280.52,279.52,-67.98,-1.0,-348.24,False,False,False,2,7
MNQ_v5,2025-04-16 09:27:00+02:00,2025-04-16 10:23:00+02:00,Short,2.0,14200,14208,8,18557.25,18615.0,-232.48,Stop Loss,Stop Loss,57.75,0.784,-3.078,14208.0,,,0.0,,-388.96,,,,,False,False,True,9,10
MNQ_v5,2025-04-16 13:32:00+02:00,2025-04-16 14:35:00+02:00,Long,3.0,14235,14244,9,18686.0,18651.5,-209.22,Stop Loss,Stop Loss,34.5,1.101,-1.225,,,,,,,,,,,,True,True,13,14
MNQ_v5,2025-04-16 17:51:00+02:00,2025-04-16 19:08:00+02:00,Short,1.0,14272,14283,11,18610.75,18541.75,137.26,Canal Exit,Canal Exit,124.5,0.669,-0.173,14280.0,14283.0,,3.0,3.0,77.02,136.52,,59.5,,False,False,False,17,19
MNQ_v5,2025-04-17 04:19:00+02:00,2025-04-17 08:38:00+02:00,Long,2.0,14354,14391,37,18492.75,18569.25,304.52,Canal Exit,Canal Exit,40.0,2.725,-0.925,14391.0,14391.0,14377.0,0.0,0.0,303.04,303.04,153.04,0.0,-151.48,True,True,False,4,8
MNQ_v5,2025-04-17 08:59:00+02:00,2025-04-17 09:13:00+02:00,Short,3.0,14394,14396,2,18571.0,18601.75,-186.72,Stop Loss,Stop Loss,30.75,0.52,-2.634,14395.0,14396.0,,1.0,1.0,-26.94,-307.44,,-280.5,,False,False,True,8,9
MNQ_v5,2025-04-17 09:34:00+02:00,2025-04-17 10:44:00+02:00,Long,2.0,14399,14409,10,18603.25,18555.0,-194.48,Stop Loss,Stop Loss,48.25,0.435,-1.238,14401.0,,14405.0,8.0,,58.04,,-37.96,,156.52,True,False,False,9,10
MNQ_v5,2025-04-17 14:56:00+02:00,2025-04-17 16:13:00+02:00,Short,1.0,14445,14456,11,18502.25,18387.5,228.76,Canal Exit,Canal Exit,122.5,1.116,-0.369,14453.0,14456.0,,3.0,3.0,122.02,228.02,,106.0,,False,False,False,14,16
MNQ_v5,2025-04-21 00:07:00+02:00,2025-04-21 00:35:00+02:00,Short,1.0,14516,14520,4,18276.5,18272.0,8.26,Canal Exit,Canal Exit,178.75,0.134,-0.124,14518.0,14520.0,,2.0,2.0,-39.48,7.52,,47.0,,False,False,False,0,0
MNQ_v5,2025-04-21 02:55:00+02:00,2025-04-21 05:01:00+02:00,Short,1.0,14540,14558,18,18307.0,18217.5,178.26,Canal Exit,Canal Exit,67.0,1.75,-0.246,14558.0,14558.0,14551.0,0.0,0.0,177.52,177.52,40.02,0.0,-138.24,False,False,False,2,5
MNQ_v5,2025-04-21 06:46:00+02:00,2025-04-21 07:42:00+02:00,Short,4.0,14573,14581,8,18217.75,18245.75,-226.96,Stop Loss,Stop Loss,28.0,0.196,-1.286,,,14580.0,,,,,-89.92,,137.04,,True,False,6,7
MNQ_v5,2025-04-21 15:17:00+02:00,2025-04-21 15:24:00+02:00,Short,2.0,14646,14647,1,18104.0,18147.5,-175.48,Stop Loss,Stop Loss,43.5,0.253,-1.086,,,,,,,,,,,,True,False,15,15
MNQ_v5,2025-04-21 19:01:00+02:00,2025-04-21 21:56:00+02:00,Short,1.0,14678,14703,25,17755.5,17950.0,-389.74,Stop Loss,Stop Loss,194.5,0.285,-1.01,,,14690.0,,,,,-32.48,,357.26,,True,False,19,21
MNQ_v5,2025-04-22 01:24:00+02:00,2025-04-22 03:02:00+02:00,Long,2.0,14725,14739,14,17910.75,18014.0,411.52,Canal Exit,Canal Exit,47.0,2.383,-0.319,14733.0,14739.0,14738.0,6.0,6.0,342.04,410.04,335.04,68.0,-76.48,True,False,False,1,3
MNQ_v5,2025-04-22 03:23:00+02:00,2025-04-22 04:33:00+02:00,Long,2.0,14742,14752,10,18044.0,18028.25,-64.48,Canal Exit,Canal Exit,59.75,0.414,-0.531,14746.0,14752.0,14749.0,6.0,6.0,-65.96,-65.96,11.04,0.0,75.52,True,False,False,3,4
MNQ_v5,2025-04-22 10:51:00+02:00,2025-04-22 11:40:00+02:00,Long,2.0,14806,14813,7,18105.25,18104.0,-6.48,Canal Exit,Canal Exit,49.0,0.332,-0.577,14809.0,14813.0,,4.0,4.0,-62.96,-7.96,,55.0,,True,True,False,10,11
MNQ_v5,2025-04-22 18:19:00+02:00,2025-04-22 18:33:00+02:00,Long,1.0,14870,14872,2,18498.0,18466.25,-64.24,Canal Exit,Canal Exit,211.0,0.073,-0.25,14872.0,14872.0,,0.0,0.0,-64.98,-64.98,,0.0,,True,True,False,18,18
MNQ_v5,2025-04-22 22:59:00+02:00,2025-04-23 00:00:00+02:00,Short,2.0,14910,14911,1,18359.25,18416.25,-229.48,Stop Loss,Stop Loss,57.0,0.101,-7.241,14911.0,14911.0,,0.0,0.0,-1401.96,-1401.96,,0.0,,True,True,False,22,0
MNQ_v5,2025-04-23 03:09:00+02:00,2025-04-23 03:30:00+02:00,Long,2.0,14938,14941,3,18718.25,18672.25,-185.48,Stop Loss,Stop Loss,46.0,0.147,-1.011,,,,,,,,,,,,False,False,3,3
MNQ_v5,2025-04-23 07:07:00+02:00,2025-04-23 07:35:00+02:00,Short,3.0,14972,14976,4,18700.5,18732.25,-192.72,Stop Loss,Stop Loss,31.75,0.614,-1.535,14976.0,,,0.0,,-271.44,,,,,False,False,True,7,7
MNQ_v5,2025-04-23 09:41:00+02:00,2025-04-23 10:16:00+02:00,Long,2.0,14994,14999,5,18760.75,18821.5,241.52,Canal Exit,Canal Exit,47.0,1.612,-0.064,14999.0,14999.0,,0.0,0.0,240.04,240.04,,0.0,,True,True,False,9,10
MNQ_v5,2025-04-23 13:39:00+02:00,2025-04-23 14:07:00+02:00,Short,2.0,15028,15032,4,18889.5,18899.25,-40.48,Canal Exit,Canal Exit,53.0,0.623,-0.358,15030.0,15032.0,,2.0,2.0,116.04,-41.96,,-158.0,,False,False,True,13,14
MNQ_v5,2025-04-24 00:00:00+02:00,2025-04-24 01:24:00+02:00,Short,1.0,15109,15121,12,18779.5,18818.75,-79.24,Canal Exit,Canal Exit,145.25,0.27,-0.537,15115.0,15121.0,15118.0,6.0,6.0,-67.98,-79.98,-95.48,-12.0,-16.24,False,True,False,0,1
MNQ_v5,2025-04-24 01:45:00+02:00,2025-04-24 01:59:00+02:00,Short,5.0,15124,15126,2,18835.5,18857.5,-223.7,Stop Loss,Stop Loss,22.0,0.477,-1.375,,,,,,,,,,,,True,False,1,1
MNQ_v5,2025-04-24 07:35:00+02:00,2025-04-24 09:55:00+02:00,Short,10.0,15174,15194,20,18770.0,18692.5,1542.6,Canal Exit,Canal Exit,11.75,10.128,-0.766,15193.0,15194.0,15185.0,1.0,1.0,2075.2,1535.2,540.2,-540.0,-1002.4,False,False,False,7,9
MNQ_v5,2025-04-24 18:19:00+02:00,2025-04-24 21:56:00+02:00,Long,1.0,15266,15297,31,19209.5,19319.25,218.76,Auto-Close (profit),Auto-Close (profit),89.25,2.325,-0.182,,,15275.0,,,,,95.02,,-123.74,,False,False,18,21
MNQ_v5,2025-04-25 06:32:00+02:00,2025-04-25 07:42:00+02:00,Short,1.0,15363,15373,10,19401.5,19418.5,-34.74,Canal Exit,Canal Exit,95.75,0.047,-0.355,15368.0,15373.0,,5.0,5.0,-55.48,-35.48,,20.0,,False,False,False,6,7
MNQ_v5,2025-04-25 09:20:00+02:00,2025-04-25 09:41:00+02:00,Short,1.0,15387,15390,3,19407.5,19411.0,-7.74,Canal Exit,Canal Exit,67.5,0.507,-0.207,15390.0,15390.0,,0.0,0.0,-8.48,-8.48,,0.0,,False,False,True,9,9
MNQ_v5,2025-04-25 14:56:00+02:00,2025-04-25 15:24:00+02:00,Short,1.0,15435,15439,4,19251.25,19322.75,-143.74,Stop Loss,Stop Loss,71.5,0.503,-1.122,,,,,,,,,,,,True,True,14,15
MNQ_v5,2025-04-25 20:32:00+02:00,2025-04-25 21:56:00+02:00,Long,1.0,15483,15495,12,19507.25,19530.0,44.76,Auto-Close (profit),Auto-Close (profit),123.5,0.468,-0.488,,,15492.0,,,,,-109.48,,-154.24,,False,False,20,21
MNQ_v5,2025-04-28 10:37:00+02:00,2025-04-28 11:54:00+02:00,Long,2.0,15596,15607,11,19490.75,19510.25,76.52,Canal Exit,Canal Exit,50.5,0.975,-0.376,15607.0,15607.0,,0.0,0.0,75.04,75.04,,0.0,,True,True,False,10,11
MNQ_v5,2025-04-28 16:48:00+02:00,2025-04-28 17:02:00+02:00,Long,2.0,15649,15651,2,19493.0,19446.5,-187.48,Stop Loss,Stop Loss,46.5,0.898,-1.333,,,,,,,,,,,,False,True,16,17
MNQ_v5,2025-04-29 00:49:00+02:00,2025-04-29 03:37:00+02:00,Long,4.0,15710,15734,24,19481.25,19576.5,759.04,Canal Exit,Canal Exit,26.0,3.712,-0.423,15733.0,15734.0,15723.0,1.0,1.0,608.08,756.08,174.08,148.0,-584.96,True,True,False,0,3
MNQ_v5,2025-04-29 10:09:00+02:00,2025-04-29 11:40:00+02:00,Short,1.0,15790,15803,13,19547.5,19572.5,-50.74,Canal Exit,Canal Exit,73.75,0.078,-0.708,15803.0,15803.0,,0.0,0.0,-51.48,-51.48,,0.0,,False,False,False,10,11
MNQ_v5,2025-04-29 15:03:00+02:00,2025-04-29 15:24:00+02:00,Short,1.0,15832,15835,3,19393.5,19432.0,-77.74,Canal Exit,Canal Exit,144.5,0.099,-0.346,15834.0,15835.0,,1.0,1.0,-34.98,-78.48,,-43.5,,False,False,False,15,15
MNQ_v5,2025-04-29 15:45:00+02:00,2025-04-29 16:13:00+02:00,Long,1.0,15838,15842,4,19513.0,19544.75,62.76,Canal Exit,Canal Exit,133.75,0.658,-0.327,15842.0,15842.0,,0.0,0.0,62.02,62.02,,0.0,,True,True,False,15,16
MNQ_v5,2025-04-29 19:22:00+02:00,2025-04-29 20:04:00+02:00,Long,1.0,15869,15875,6,19560.0,19657.5,194.26,Canal Exit,Canal Exit,89.25,1.395,-0.168,15875.0,15875.0,,0.0,0.0,193.52,193.52,,0.0,,True,True,False,19,20
MNQ_v5,2025-04-30 02:48:00+02:00,2025-04-30 03:02:00+02:00,Short,2.0,15925,15927,2,19526.0,19538.5,-51.48,Canal Exit,Canal Exit,58.75,0.128,-0.234,15927.0,15927.0,,0.0,0.0,-52.96,-52.96,,0.0,,False,False,False,2,3
MNQ_v5,2025-04-30 03:30:00+02:00,2025-04-30 03:37:00+02:00,Long,4.0,15931,15932,1,19543.5,19518.5,-202.96,Stop Loss,Stop Loss,25.0,0.06,-1.32,15932.0,15932.0,,0.0,0.0,-215.92,-215.92,,0.0,,False,False,False,3,3
MNQ_v5,2025-04-30 21:35:00+02:00,2025-04-30 21:56:00+02:00,Long,2.0,16086,16089,3,19513.75,19642.5,513.52,Auto-Close (profit),Auto-Close (profit),46.5,4.919,-0.892,,,,,,,,,,,,True,False,21,21
MNQ_v5,2025-05-01 01:31:00+02:00,2025-05-01 10:23:00+02:00,Long,1.0,16112,16188,76,19910.75,19960.5,98.76,Canal Exit,Canal Exit,98.75,0.668,-0.099,16184.0,16188.0,16143.0,4.0,4.0,92.52,98.02,32.52,5.5,-66.24,True,True,False,1,10
MNQ_v5,2025-05-01 13:32:00+02:00,2025-05-01 14:28:00+02:00,Long,6.0,16215,16223,8,19997.75,19980.25,-214.44,Stop Loss,Stop Loss,17.5,2.171,-2.771,,,,,,,,,,,,True,True,13,14
MNQ_v5,2025-05-01 17:37:00+02:00,2025-05-01 18:47:00+02:00,Short,1.0,16250,16260,10,20037.5,19928.75,216.76,Canal Exit,Canal Exit,87.75,1.462,-0.41,16257.0,16260.0,,3.0,3.0,132.52,216.02,,83.5,,False,False,False,17,18
MNQ_v5,2025-05-01 19:08:00+02:00,2025-05-01 20:04:00+02:00,Long,1.0,16263,16271,8,20008.0,20034.5,52.26,Canal Exit,Canal Exit,98.75,0.276,-0.668,16268.0,16271.0,,3.0,3.0,-66.48,51.52,,118.0,,True,True,False,19,20
MNQ_v5,2025-05-01 21:07:00+02:00,2025-05-01 21:56:00+02:00,Short,2.0,16280,16287,7,20003.75,19877.5,503.52,Auto-Close (profit),Auto-Close (profit),46.0,4.81,-0.478,,,,,,,,,,,,False,False,21,21
MNQ_v5,2025-05-02 01:52:00+02:00,2025-05-02 02:20:00+02:00,Short,3.0,16313,16317,4,19795.75,19827.25,-191.22,Stop Loss,Stop Loss,31.5,1.31,-1.516,,,,,,,,,,,,False,True,1,2
MNQ_v5,2025-05-02 17:51:00+02:00,2025-05-02 21:56:00+02:00,Long,1.0,16450,16485,35,20194.0,20185.5,-17.74,Auto-Close (loss),Auto-Close (loss),71.25,1.165,-0.582,,,16461.0,,,,,41.52,,59.26,,False,True,17,21
MNQ_v5,2025-05-05 03:16:00+02:00,2025-05-05 04:54:00+02:00,Short,3.0,16523,16537,14,20072.0,20032.5,234.78,Canal Exit,Canal Exit,39.75,2.038,-0.245,16531.0,16537.0,16535.0,6.0,6.0,198.06,232.56,198.06,34.5,-36.72,False,True,False,3,4
MNQ_v5,2025-05-05 05:22:00+02:00,2025-05-05 05:36:00+02:00,Short,5.0,16541,16543,2,20027.5,20051.0,-238.7,Stop Loss,Stop Loss,23.5,0.223,-1.968,,,,,,,,,,,,True,False,5,5
MNQ_v5,2025-05-05 09:55:00+02:00,2025-05-05 10:30:00+02:00,Long,3.0,16580,16585,5,20071.5,20037.25,-207.72,Stop Loss,Stop Loss,34.25,0.182,-1.431,,,,,,,,,,,,True,False,9,10
MNQ_v5,2025-05-05 13:39:00+02:00,2025-05-05 15:24:00+02:00,Short,2.0,16612,16627,15,19982.0,20028.5,-187.48,Stop Loss,Stop Loss,46.5,0.339,-1.081,,,16619.0,,,,,-32.96,,154.52,,True,False,13,15
MNQ_v5,2025-05-05 19:08:00+02:00,2025-05-05 19:29:00+02:00,Short,4.0,16659,16662,3,20117.25,20146.0,-232.96,Stop Loss,Stop Loss,28.75,0.391,-1.217,16660.0,16662.0,,2.0,2.0,-83.92,-237.92,,-154.0,,False,False,False,19,19
MNQ_v5,2025-05-06 01:38:00+02:00,2025-05-06 08:45:00+02:00,Short,6.0,16707,16768,61,20023.5,19954.0,829.56,Canal Exit,Canal Exit,19.25,5.727,-0.416,16763.0,16768.0,16722.0,5.0,5.0,1017.12,825.12,507.12,-192.0,-322.44,False,True,False,1,8
MNQ_v5,2025-05-06 09:20:00+02:00,2025-05-06 10:16:00+02:00,Short,3.0,16773,16781,8,19939.0,19843.25,572.28,Canal Exit,Canal Exit,35.75,2.804,-0.322,16778.0,16781.0,,3.0,3.0,199.56,570.06,,370.5,,False,False,False,9,10
MNQ_v5,2025-05-06 15:03:00+02:00,2025-05-06 15:10:00+02:00,Long,7.0,16822,16823,1,19817.75,19801.25,-236.18,Stop Loss,Stop Loss,16.5,1.697,-1.182,16823.0,16823.0,,0.0,0.0,-244.86,-244.86,,0.0,,True,True,True,15,15
MNQ_v5,2025-05-06 15:52:00+02:00,2025-05-06 16:06:00+02:00,Short,1.0,16829,16831,2,19771.25,19835.5,-129.24,Canal Exit,Canal Exit,93.25,0.354,-0.796,16830.0,16831.0,,1.0,1.0,-58.98,-129.98,,-71.0,,False,False,False,15,16
MNQ_v5,2025-05-07 01:10:00+02:00,2025-05-07 02:27:00+02:00,Short,1.0,16901,16912,11,20038.0,20098.0,-120.74,Stop Loss,Stop Loss,60.0,0.55,-1.083,16912.0,16912.0,,0.0,0.0,-105.98,-105.98,,0.0,,False,False,True,1,2
MNQ_v5,2025-05-07 02:48:00+02:00,2025-05-07 03:44:00+02:00,Long,1.0,16915,16923,8,20092.25,20052.5,-80.24,Canal Exit,Canal Exit,87.25,0.169,-0.679,16918.0,16923.0,16921.0,5.0,5.0,-46.48,-80.98,-92.48,-34.5,-12.24,True,False,False,2,3
MNQ_v5,2025-05-07 07:00:00+02:00,2025-05-07 07:21:00+02:00,Short,2.0,16951,16954,3,19991.25,19984.25,26.52,Canal Exit,Canal Exit,44.25,0.175,-0.548,16953.0,16954.0,,1.0,1.0,-44.96,25.04,,70.0,,False,False,False,7,7
MNQ_v5,2025-05-07 08:59:00+02:00,2025-05-07 09:34:00+02:00,Long,3.0,16968,16973,5,19986.25,19998.0,68.28,Canal Exit,Canal Exit,33.75,0.852,-0.385,16972.0,16973.0,,1.0,1.0,120.06,66.06,,-54.0,,True,True,False,8,9
MNQ_v5,2025-05-07 13:39:00+02:00,2025-05-07 14:35:00+02:00,Short,3.0,17008,17016,8,19992.25,19934.0,347.28,Canal Exit,Canal Exit,38.0,2.197,-0.263,17014.0,17016.0,,2.0,2.0,384.06,345.06,,-39.0,,False,False,False,13,14
MNQ_v5,2025-05-07 17:51:00+02:00,2025-05-07 18:40:00+02:00,Long,1.0,17044,17051,7,19854.0,19864.0,19.26,Canal Exit,Canal Exit,69.25,0.3,-0.845,17050.0,17051.0,,1.0,1.0,-26.98,18.52,,45.5,,True,True,False,17,18
MNQ_v5,2025-05-07 19:36:00+02:00,2025-05-07 21:14:00+02:00,Short,2.0,17059,17073,14,19871.0,19856.75,55.52,Canal Exit,Canal Exit,54.5,3.532,-0.601,17066.0,17073.0,17071.0,7.0,7.0,303.04,54.04,11.04,-249.0,-44.48,False,True,False,19,21
MNQ_v5,2025-05-08 20:25:00+02:00,2025-05-08 21:42:00+02:00,Long,2.0,17264,17275,11,20283.75,20234.5,-198.48,Stop Loss,Stop Loss,49.25,0.964,-1.249,,,17275.0,,,,,-206.96,,-8.48,,False,True,20,21
MNQ_v5,2025-05-09 01:31:00+02:00,2025-05-09 04:12:00+02:00,Short,2.0,17300,17323,23,20130.5,20182.5,-209.48,Stop Loss,Stop Loss,52.0,0.962,-1.048,,,17314.0,,,,,-14.96,,194.52,,True,True,1,4
MNQ_v5,2025-05-09 07:49:00+02:00,2025-05-09 10:30:00+02:00,Long,2.0,17354,17377,23,20201.5,20190.25,-46.48,Canal Exit,Canal Exit,45.0,0.683,-0.75,17373.0,17377.0,17363.0,4.0,4.0,-45.96,-47.96,-47.96,-2.0,-1.48,True,False,True,7,10
MNQ_v5,2025-05-09 15:59:00+02:00,2025-05-09 16:48:00+02:00,Short,3.0,17424,17431,7,20247.0,20117.0,777.78,Canal Exit,Canal Exit,32.75,5.786,-0.855,17430.0,17431.0,,1.0,1.0,886.56,775.56,,-111.0,,False,False,False,15,16
MNQ_v5,2025-05-12 00:00:00+02:00,2025-05-12 00:28:00+02:00,Long,1.0,17485,17489,4,20410.5,20411.0,0.26,Canal Exit,Canal Exit,290.75,0.229,-0.126,17488.0,17489.0,,1.0,1.0,16.02,-0.48,,-16.5,,True,True,False,0,0
MNQ_v5,2025-05-12 02:48:00+02:00,2025-05-12 08:52:00+02:00,Long,2.0,17509,17561,52,20498.0,20560.75,249.52,Canal Exit,Canal Exit,50.0,1.91,-0.19,17561.0,17561.0,17518.0,0.0,0.0,248.04,248.04,55.04,0.0,-194.48,True,True,False,2,8
MNQ_v5,2025-05-13 00:14:00+02:00,2025-05-13 01:24:00+02:00,Short,4.0,17685,17695,10,20938.25,20963.5,-204.96,Stop Loss,Stop Loss,25.25,0.98,-1.129,,,17695.0,,,,,-121.92,,83.04,,True,True,0,1
MNQ_v5,2025-05-13 04:33:00+02:00,2025-05-13 04:54:00+02:00,Short,3.0,17722,17725,3,20859.75,20872.5,-78.72,Canal Exit,Canal Exit,34.5,0.304,-0.449,17724.0,17725.0,,1.0,1.0,-29.94,-80.94,,-51.0,,False,False,False,4,4
MNQ_v5,2025-05-13 10:23:00+02:00,2025-05-13 10:44:00+02:00,Long,4.0,17772,17775,3,20852.75,20831.25,-174.96,Canal Exit,Canal Exit,27.5,0.909,-0.936,17775.0,17775.0,,0.0,0.0,-177.92,-177.92,,0.0,,True,True,True,10,10
MNQ_v5,2025-05-13 18:26:00+02:00,2025-05-13 21:56:00+02:00,Long,1.0,17841,17871,30,21301.75,21270.5,-63.24,Auto-Close (loss),Auto-Close (loss),71.0,0.637,-0.757,,,17849.0,,,,,21.52,,84.76,,False,True,18,21
MNQ_v5,2025-05-14 02:13:00+02:00,2025-05-14 03:58:00+02:00,Short,3.0,17900,17915,15,21271.5,21264.75,38.28,Canal Exit,Canal Exit,30.75,0.829,-0.415,17912.0,17915.0,17913.0,3.0,3.0,-68.94,36.06,-43.44,105.0,-81.72,False,True,False,2,3
MNQ_v5,2025-05-14 08:59:00+02:00,2025-05-14 09:20:00+02:00,Long,3.0,17958,17961,3,21341.0,21306.0,-212.22,Stop Loss,Stop Loss,35.0,0.336,-1.357,17961.0,17961.0,,0.0,0.0,-286.44,-286.44,,0.0,,True,True,False,8,9
MNQ_v5,2025-05-14 15:31:00+02:00,2025-05-14 15:45:00+02:00,Long,1.0,18014,18016,2,21387.75,21311.0,-154.24,Stop Loss,Stop Loss,76.75,0.221,-1.443,,,,,,,,,,,,True,False,15,15
MNQ_v5,2025-05-14 19:50:00+02:00,2025-05-14 21:49:00+02:00,Long,1.0,18051,18068,17,21361.5,21396.5,69.26,Canal Exit,Canal Exit,80.25,0.495,-0.377,18063.0,18068.0,18066.0,5.0,5.0,9.52,68.52,-18.98,59.0,-88.24,True,False,False,19,21
MNQ_v5,2025-05-15 00:56:00+02:00,2025-05-15 01:17:00+02:00,Long,20.0,18087,18090,3,21369.75,21364.0,-244.8,Stop Loss,Stop Loss,5.75,2.174,-2.043,,,,,,,,,,,,False,True,0,1
MNQ_v5,2025-05-15 03:23:00+02:00,2025-05-15 03:44:00+02:00,Short,4.0,18108,18111,3,21368.25,21374.5,-52.96,Canal Exit,Canal Exit,29.25,0.111,-0.299,18111.0,18111.0,,0.0,0.0,-55.92,-55.92,,0.0,,False,False,False,3,3
MNQ_v5,2025-05-15 04:26:00+02:00,2025-05-15 05:01:00+02:00,Long,7.0,18117,18122,5,21380.75,21405.25,337.82,Canal Exit,Canal Exit,15.75,2.016,-0.762,18121.0,18122.0,,1.0,1.0,329.14,332.64,,3.5,,True,True,False,4,5
MNQ_v5,2025-05-15 06:53:00+02:00,2025-05-15 07:07:00+02:00,Long,9.0,18138,18140,2,21384.25,21372.25,-222.66,Stop Loss,Stop Loss,12.0,0.396,-1.354,,,,,,,,,,,,True,False,6,7
MNQ_v5,2025-05-15 07:28:00+02:00,2025-05-15 09:55:00+02:00,Short,2.0,18143,18164,21,21337.75,21281.5,223.52,Canal Exit,Canal Exit,51.25,1.42,-0.6,18160.0,18164.0,18152.0,4.0,4.0,89.04,222.04,-60.96,133.0,-284.48,False,False,False,7,9
