Date,Open,High,Low,Close,Volume
2026-01-15 00:00:00+01:00,25597.25,25615.75,25584.0,25604.0,4849
2026-01-15 00:07:00+01:00,25604.0,25604.0,25576.5,25590.5,4200
2026-01-15 00:14:00+01:00,25590.75,25603.5,25565.75,25566.75,4216
2026-01-15 00:21:00+01:00,25566.75,25588.0,25562.75,25586.5,3343
2026-01-15 00:28:00+01:00,25586.25,25609.5,25585.25,25605.25,3442
2026-01-15 00:35:00+01:00,25605.75,25611.5,25595.5,25596.75,2279
2026-01-15 00:42:00+01:00,25596.5,25597.0,25585.75,25594.0,1951
2026-01-15 00:49:00+01:00,25594.25,25608.0,25593.75,25607.75,1836
2026-01-15 00:56:00+01:00,25606.75,25609.75,25599.0,25600.0,1985
2026-01-15 01:03:00+01:00,25600.5,25608.0,25594.75,25599.5,2432
2026-01-15 01:10:00+01:00,25599.25,25607.75,25596.25,25599.5,1718
2026-01-15 01:17:00+01:00,25599.25,25604.25,25588.25,25597.0,2247
2026-01-15 01:24:00+01:00,25597.25,25599.0,25587.25,25597.25,2138
2026-01-15 01:31:00+01:00,25596.75,25600.5,25593.75,25599.25,1084
2026-01-15 01:38:00+01:00,25599.0,25600.75,25596.0,25598.5,806
2026-01-15 01:45:00+01:00,25599.0,25613.0,25595.5,25598.0,2135
2026-01-15 01:52:00+01:00,25597.75,25598.5,25586.0,25592.75,1874
2026-01-15 01:59:00+01:00,25593.0,25643.5,25590.0,25633.0,6733
2026-01-15 02:06:00+01:00,25632.5,25639.0,25622.75,25627.5,3122
2026-01-15 02:13:00+01:00,25627.0,25630.75,25606.75,25612.5,3705
2026-01-15 02:20:00+01:00,25612.0,25619.25,25605.0,25612.75,2443
2026-01-15 02:27:00+01:00,25612.5,25624.0,25562.5,25569.5,6338
2026-01-15 02:34:00+01:00,25569.5,25606.5,25567.0,25604.0,5886
2026-01-15 02:41:00+01:00,25603.75,25622.75,25600.75,25619.5,4964
2026-01-15 02:48:00+01:00,25619.25,25621.25,25615.0,25618.0,1459
2026-01-15 02:55:00+01:00,25618.25,25632.25,25617.5,25626.75,2816
2026-01-15 03:02:00+01:00,25626.75,25631.25,25619.5,25626.25,1993
2026-01-15 03:09:00+01:00,25626.0,25634.25,25621.0,25632.5,1643
2026-01-15 03:16:00+01:00,25632.25,25633.0,25609.0,25613.0,2969
2026-01-15 03:23:00+01:00,25613.0,25618.25,25605.25,25607.5,1850
2026-01-15 03:30:00+01:00,25607.5,25615.0,25600.0,25603.5,1801
2026-01-15 03:37:00+01:00,25603.5,25613.0,25596.0,25608.25,1721
